Base Image,Command,Intermediate Dockerfile Command,Dockerfile URL
ubuntu:22.04,apt -y --no-install-recommends install libasio-dev libtinyxml2-dev,,https://github.com/demitas1/ros_docker/blob/494e5d031ee563c97bf7b3b39ffba3b8d194a30d/Dockerfile
ubuntu:22.04,apt -y --no-install-recommends install libcunit1-dev,,https://github.com/demitas1/ros_docker/blob/494e5d031ee563c97bf7b3b39ffba3b8d194a30d/Dockerfile
ubuntu:22.04,rosdep init,,https://github.com/demitas1/ros_docker/blob/494e5d031ee563c97bf7b3b39ffba3b8d194a30d/Dockerfile
ubuntu:22.04,rosdep update,,https://github.com/demitas1/ros_docker/blob/494e5d031ee563c97bf7b3b39ffba3b8d194a30d/Dockerfile
ubuntu:22.04,pip3 install -U pip,,https://github.com/demitas1/ros_docker/blob/494e5d031ee563c97bf7b3b39ffba3b8d194a30d/Dockerfile
ubuntu:22.04,pip3 install setuptools==58.2.0,,https://github.com/demitas1/ros_docker/blob/494e5d031ee563c97bf7b3b39ffba3b8d194a30d/Dockerfile
ubuntu:22.04,"sh -c 'echo ""export LANG=en_US.UTF-8"" >> /root/.bashrc'",,https://github.com/demitas1/ros_docker/blob/494e5d031ee563c97bf7b3b39ffba3b8d194a30d/Dockerfile
ubuntu:22.04,"sh -c 'echo ""source /opt/ros/humble/setup.bash"" >> /root/.bashrc'",,https://github.com/demitas1/ros_docker/blob/494e5d031ee563c97bf7b3b39ffba3b8d194a30d/Dockerfile
ubuntu:22.04,"sh -c 'echo ""source /usr/share/colcon_cd/function/colcon_cd.sh"" >> ~/.bashrc'",,https://github.com/demitas1/ros_docker/blob/494e5d031ee563c97bf7b3b39ffba3b8d194a30d/Dockerfile
ubuntu:22.04,apt update && apt install npm -y,WORKDIR /home/build,https://github.com/cpintado/test-npm-publish/blob/129f6202fdf818c9d4c12b6d2c41abc34e35402d/Dockerfile
ubuntu:22.04,chmod +x entrypoint.sh,WORKDIR /home/build,https://github.com/cpintado/test-npm-publish/blob/129f6202fdf818c9d4c12b6d2c41abc34e35402d/Dockerfile
ubuntu:22.04,apt-get update && apt-get install -y git build-essential cmake libboost-all-dev libssl-dev libpcap-dev libpthread-stubs0-dev python3-dev python3 swig python3-pip python3-setuptools && rm -rf /var/lib/apt/lists/*,WORKDIR /app,https://github.com/g2dgaming/yolov8/blob/23a4315b2b0cbb91bae78ea649f250951c6ff0ce/Dockerfile
ubuntu:22.04,git clone https://github.com/YDLIDAR/YDLidar-SDK.git /app/YDLidar-SDK,WORKDIR /app,https://github.com/g2dgaming/yolov8/blob/23a4315b2b0cbb91bae78ea649f250951c6ff0ce/Dockerfile
ubuntu:22.04,mkdir build && cd build && cmake .. && make,WORKDIR /app,https://github.com/g2dgaming/yolov8/blob/23a4315b2b0cbb91bae78ea649f250951c6ff0ce/Dockerfile
ubuntu:22.04,pip3 install -r /app/requirements.txt,WORKDIR /app,https://github.com/g2dgaming/yolov8/blob/23a4315b2b0cbb91bae78ea649f250951c6ff0ce/Dockerfile
ubuntu:22.04,apt update -y,,https://github.com/MrCroxx/telegram-lawn-bot/blob/d1553122f9fc6ed2574dfb1893d9e0536e0ad5ef/Dockerfile
ubuntu:22.04,apt install -y ca-certificates,,https://github.com/MrCroxx/telegram-lawn-bot/blob/d1553122f9fc6ed2574dfb1893d9e0536e0ad5ef/Dockerfile
ubuntu:22.04,mkdir /app,,https://github.com/MrCroxx/telegram-lawn-bot/blob/d1553122f9fc6ed2574dfb1893d9e0536e0ad5ef/Dockerfile
ubuntu:22.04,apt-get update && apt-get upgrade -y && apt-get install -y ssh sudo build-essential git cmake python3 python3-venv python3-pip python3-wheel python3-dev python3-tk wget gdbserver openssh-server iputils-ping netcat libicu-dev rsync,,https://github.com/ReggieMarr/space-vehicle-system/blob/8b15c25fb31af299ce6257459d875a300c715db1/Dockerfile
ubuntu:22.04,"wget -O boost.tar.gz https://boostorg.jfrog.io/artifactory/main/release/1.78.0/source/boost_1_78_0.tar.gz && tar xzf boost.tar.gz && mv boost_1_78_0 /opt/boost && cd /opt/boost && ./bootstrap.sh --with-libraries=system,filesystem && ./b2 link=static install && cd /",,https://github.com/ReggieMarr/space-vehicle-system/blob/8b15c25fb31af299ce6257459d875a300c715db1/Dockerfile
ubuntu:22.04,groupadd -g $HOST_GID user && useradd -u $HOST_UID -g $HOST_GID -m user && echo 'user ALL=(ALL) NOPASSWD:ALL' >> /etc/sudoers,,https://github.com/ReggieMarr/space-vehicle-system/blob/8b15c25fb31af299ce6257459d875a300c715db1/Dockerfile
ubuntu:22.04,chown -R user:user /MBSE_FSW,,https://github.com/ReggieMarr/space-vehicle-system/blob/8b15c25fb31af299ce6257459d875a300c715db1/Dockerfile
ubuntu:22.04,git clone https://github.com/ReggieMarr/MBSE_FSW.git $FSW_WDIR,,https://github.com/ReggieMarr/space-vehicle-system/blob/8b15c25fb31af299ce6257459d875a300c715db1/Dockerfile
ubuntu:22.04,git fetch,,https://github.com/ReggieMarr/space-vehicle-system/blob/8b15c25fb31af299ce6257459d875a300c715db1/Dockerfile
ubuntu:22.04,git checkout $GIT_BRANCH,,https://github.com/ReggieMarr/space-vehicle-system/blob/8b15c25fb31af299ce6257459d875a300c715db1/Dockerfile
ubuntu:22.04,git reset --hard $GIT_COMMIT,,https://github.com/ReggieMarr/space-vehicle-system/blob/8b15c25fb31af299ce6257459d875a300c715db1/Dockerfile
ubuntu:22.04,"git config --global url.""https://github.com/"".insteadOf ""git@github.com:""",,https://github.com/ReggieMarr/space-vehicle-system/blob/8b15c25fb31af299ce6257459d875a300c715db1/Dockerfile
ubuntu:22.04,sed -i 's|git@github.com:|https://github.com/|g' .gitmodules,,https://github.com/ReggieMarr/space-vehicle-system/blob/8b15c25fb31af299ce6257459d875a300c715db1/Dockerfile
ubuntu:22.04,git submodule sync --recursive,,https://github.com/ReggieMarr/space-vehicle-system/blob/8b15c25fb31af299ce6257459d875a300c715db1/Dockerfile
ubuntu:22.04,"git submodule foreach --recursive ' if [ -f .gitmodules ]; then sed -i ""s|git@github.com:|https://github.com/|g"" .gitmodules; git submodule sync --recursive; fi '",,https://github.com/ReggieMarr/space-vehicle-system/blob/8b15c25fb31af299ce6257459d875a300c715db1/Dockerfile
ubuntu:22.04,git submodule sync --recursive,,https://github.com/ReggieMarr/space-vehicle-system/blob/8b15c25fb31af299ce6257459d875a300c715db1/Dockerfile
ubuntu:22.04,git submodule update --init --recursive --depth 1 --recommend-shallow,,https://github.com/ReggieMarr/space-vehicle-system/blob/8b15c25fb31af299ce6257459d875a300c715db1/Dockerfile
ubuntu:22.04,pip install setuptools setuptools_scm wheel pip fprime-tools --upgrade && pip install -r $FSW_WDIR/fprime/requirements.txt && pip install -e $FSW_WDIR/fprime-gds && pip install pytest debugpy pyinfra asyncio asyncssh gitpython python-dotenv --upgrade,,https://github.com/ReggieMarr/space-vehicle-system/blob/8b15c25fb31af299ce6257459d875a300c715db1/Dockerfile
ubuntu:22.04,echo $TZ > /etc/timezone && apt-get update && apt-get install -y --no-install-recommends tzdata && rm /etc/localtime && ln -snf /usr/share/zoneinfo/$TZ /etc/localtime && dpkg-reconfigure -f noninteractive tzdata && dpkg --add-architecture i386 && apt-get update && apt-get install -y --no-install-recommends cmake wget gcc g++ less vim nano git curl make csh time python2 python3-pip python3-venv build-essential gcovr && apt-get clean && rm -rf /var/lib/apt/lists/* /tmp/* /var/tmp/*,,https://github.com/ReggieMarr/space-vehicle-system/blob/8b15c25fb31af299ce6257459d875a300c715db1/Dockerfile
ubuntu:22.04,git clone https://github.com/JPLOpenSource/STARS.git ${HOME}/STARS,,https://github.com/ReggieMarr/space-vehicle-system/blob/8b15c25fb31af299ce6257459d875a300c715db1/Dockerfile
ubuntu:22.04,pip install -r ${HOME}/STARS/requirements.txt,,https://github.com/ReggieMarr/space-vehicle-system/blob/8b15c25fb31af299ce6257459d875a300c715db1/Dockerfile
ubuntu:22.04,apt-get update && apt-get install -y git curl bash && rm -rf /var/lib/apt/lists/*,,https://github.com/Temidayo32/signoz-deployment/blob/3bd8d5a4fa0406b586e43de43ee55b69b5f167fd/Dockerfile
ubuntu:22.04,git clone https://github.com/SigNoz/signoz.git .,,https://github.com/Temidayo32/signoz-deployment/blob/3bd8d5a4fa0406b586e43de43ee55b69b5f167fd/Dockerfile
ubuntu:22.04,./install.sh,,https://github.com/Temidayo32/signoz-deployment/blob/3bd8d5a4fa0406b586e43de43ee55b69b5f167fd/Dockerfile
ubuntu:22.04,apt-get update && apt-get install -y ansible openssh-server && mkdir /var/run/sshd,,https://github.com/Mounir-Bennacer/ansible/blob/c67fe41c1306e16d38b36d6b20e41d23184cb8fd/Dockerfile
ubuntu:22.04,"useradd -ms /bin/bash ansible_user && echo ""ansible_user:password"" | chpasswd",,https://github.com/Mounir-Bennacer/ansible/blob/c67fe41c1306e16d38b36d6b20e41d23184cb8fd/Dockerfile
ubuntu:22.04,echo 'ansible_user ALL=(ALL) NOPASSWD:ALL' >> /etc/sudoers,,https://github.com/Mounir-Bennacer/ansible/blob/c67fe41c1306e16d38b36d6b20e41d23184cb8fd/Dockerfile
ubuntu:22.04,sed -i 's/#PermitRootLogin prohibit-password/PermitRootLogin yes/' /etc/ssh/sshd_config && sed -i 's/#PasswordAuthentication yes/PasswordAuthentication yes/' /etc/ssh/sshd_config,,https://github.com/Mounir-Bennacer/ansible/blob/c67fe41c1306e16d38b36d6b20e41d23184cb8fd/Dockerfile
ubuntu:22.04,apt-get update && apt-get install -y software-properties-common && add-apt-repository ppa:deadsnakes/ppa && apt-get update,,https://github.com/Mohamed600-DK/object_tracking/blob/267e5ad262040012aadf3c2cfa4b760958d8a19a/Dockerfile
ubuntu:22.04,apt-get install -y python3.7 python3.7-venv python3.7-dev curl,,https://github.com/Mohamed600-DK/object_tracking/blob/267e5ad262040012aadf3c2cfa4b760958d8a19a/Dockerfile
ubuntu:22.04,curl https://bootstrap.pypa.io/pip/3.7/get-pip.py -o get-pip.py && python3.7 get-pip.py,,https://github.com/Mohamed600-DK/object_tracking/blob/267e5ad262040012aadf3c2cfa4b760958d8a19a/Dockerfile
ubuntu:22.04,pip install --no-cache-dir -r /objet_tarcking/requirements.txt,,https://github.com/Mohamed600-DK/object_tracking/blob/267e5ad262040012aadf3c2cfa4b760958d8a19a/Dockerfile
ubuntu:22.04,apt update -y && apt upgrade -y && useradd -m docker,,https://github.com/winds33ker/actions-self-hosted-image/blob/71464eea08a53895018109eb9917c10223adb4b2/Dockerfile
ubuntu:22.04,apt install -y --no-install-recommends curl jq build-essential libssl-dev libffi-dev libicu-dev python3 python3-venv python3-dev python3-pip,,https://github.com/winds33ker/actions-self-hosted-image/blob/71464eea08a53895018109eb9917c10223adb4b2/Dockerfile
ubuntu:22.04,cd /home/docker && mkdir actions-runner && cd actions-runner && curl -O -L https://github.com/actions/runner/releases/download/v${RUNNER_VERSION}/actions-runner-linux-x64-${RUNNER_VERSION}.tar.gz && tar xzf ./actions-runner-linux-x64-${RUNNER_VERSION}.tar.gz,,https://github.com/winds33ker/actions-self-hosted-image/blob/71464eea08a53895018109eb9917c10223adb4b2/Dockerfile
ubuntu:22.04,chown -R docker ~docker && chown -R docker /home/docker/actions-runner/bin/installdependencies.sh,,https://github.com/winds33ker/actions-self-hosted-image/blob/71464eea08a53895018109eb9917c10223adb4b2/Dockerfile
ubuntu:22.04,chmod +x start.sh,,https://github.com/winds33ker/actions-self-hosted-image/blob/71464eea08a53895018109eb9917c10223adb4b2/Dockerfile
ubuntu:22.04,/tmp/setup.sh && rm -rf /tmp/setup.sh /tmp/packages,"WORKDIR /tmp
COPY base/entrypoint-docker.sh /usr/local/bin/
COPY base/setup.sh base/packages ./",https://github.com/Zate/ide/blob/b606c7965f7a96b489979c3aff47d9d1b81b9e1a/Dockerfile
ubuntu:22.04,./setup_lang.sh && rm -rf ${HOME}/.env ${HOME}/setup_lang.sh ${HOME}/packages,"WORKDIR /tmp
COPY base/entrypoint-docker.sh /usr/local/bin/
COPY base/setup.sh base/packages ./",https://github.com/Zate/ide/blob/b606c7965f7a96b489979c3aff47d9d1b81b9e1a/Dockerfile
ubuntu:22.04,"source ~/.local/.bash_inc && echo ""Updating Go"" && upGo && upPath && go version && upGoTools && upGoCodeX","WORKDIR /tmp
COPY base/entrypoint-docker.sh /usr/local/bin/
COPY base/setup.sh base/packages ./",https://github.com/Zate/ide/blob/b606c7965f7a96b489979c3aff47d9d1b81b9e1a/Dockerfile
ubuntu:22.04,apt-get update && apt-get install --no-install-recommends -y apt-utils ca-certificates cmake g++ make sudo unzip vim-tiny git ssh wget,,https://github.com/darshan315/OpenFOAM_HiSA_PyTorch/blob/2ef1374b93fe028227ecb67085bc623b86873ad0/Dockerfile
ubuntu:22.04,wget -q -O - https://dl.openfoam.com/add-debian-repo.sh | bash,,https://github.com/darshan315/OpenFOAM_HiSA_PyTorch/blob/2ef1374b93fe028227ecb67085bc623b86873ad0/Dockerfile
ubuntu:22.04,"apt-get update && apt-get install --no-install-recommends -y ${openfoamV}-default && echo "". ${FOAM_PATH}/etc/bashrc"" >> /etc/bash.bashrc && sed -i ""s/-std=c++11/-std=c++14/g"" ${FOAM_PATH}/wmake/rules/General/Gcc/c++ && sed -i ""s/-Wold-style-cast/-Wno-old-style-cast/g"" ${FOAM_PATH}/wmake/rules/General/Gcc/c++",,https://github.com/darshan315/OpenFOAM_HiSA_PyTorch/blob/2ef1374b93fe028227ecb67085bc623b86873ad0/Dockerfile
ubuntu:22.04,cd /opt && . /usr/lib/openfoam/$openfoamV/etc/bashrc && export FOAM_USER_LIBBIN=$FOAM_LIBBIN && export FOAM_USER_APPBIN=$FOAM_APPBIN && git clone https://gitlab.com/hisa/hisa.git && cd hisa && ./Allwmake,,https://github.com/darshan315/OpenFOAM_HiSA_PyTorch/blob/2ef1374b93fe028227ecb67085bc623b86873ad0/Dockerfile
ubuntu:22.04,wget -q -O libtorch.zip https://download.pytorch.org/libtorch/cpu/libtorch-cxx11-abi-shared-with-deps-1.10.2%2Bcpu.zip && unzip libtorch.zip -d opt/ && rm *.zip,,https://github.com/darshan315/OpenFOAM_HiSA_PyTorch/blob/2ef1374b93fe028227ecb67085bc623b86873ad0/Dockerfile
ubuntu:22.04,"--mount=type=cache,target=/var/cache/apt,sharing=locked,rw apt update && apt install --no-install-recommends -y git vim build-essential python3-dev pip bash curl && rm -rf /var/lib/apt/lists/*",WORKDIR /builder,https://github.com/SaladTechnologies/text-generation-webui/blob/d7481313affb587824e81d88c56380cd848690bf/Dockerfile
ubuntu:22.04,git clone https://github.com/oobabooga/text-generation-webui.git,WORKDIR /builder,https://github.com/SaladTechnologies/text-generation-webui/blob/d7481313affb587824e81d88c56380cd848690bf/Dockerfile
ubuntu:22.04,GPU_CHOICE=A USE_CUDA118=FALSE LAUNCH_AFTER_INSTALL=FALSE INSTALL_EXTENSIONS=TRUE ./start_linux.sh --verbose,WORKDIR /builder,https://github.com/SaladTechnologies/text-generation-webui/blob/d7481313affb587824e81d88c56380cd848690bf/Dockerfile
ubuntu:22.04,apt update -y && apt install -y socat,WORKDIR /builder,https://github.com/SaladTechnologies/text-generation-webui/blob/d7481313affb587824e81d88c56380cd848690bf/Dockerfile
ubuntu:22.04,echo '--api --listen --listen-port 3001' > CMD_FLAGS.txt,WORKDIR /builder,https://github.com/SaladTechnologies/text-generation-webui/blob/d7481313affb587824e81d88c56380cd848690bf/Dockerfile
ubuntu:22.04,apt-get update && apt-get upgrade -y && apt-get install -y curl sudo gunicorn3,,https://github.com/MartinMarwad/smartsites-editor-platform/blob/6c71e652f4db1f399fec87139a069f71caeec913/Dockerfile
ubuntu:22.04,adduser --disabled-password --gecos '' ubuntu,,https://github.com/MartinMarwad/smartsites-editor-platform/blob/6c71e652f4db1f399fec87139a069f71caeec913/Dockerfile
ubuntu:22.04,adduser ubuntu sudo,,https://github.com/MartinMarwad/smartsites-editor-platform/blob/6c71e652f4db1f399fec87139a069f71caeec913/Dockerfile
ubuntu:22.04,echo '%sudo ALL=(ALL) NOPASSWD:ALL' >> /etc/sudoers,,https://github.com/MartinMarwad/smartsites-editor-platform/blob/6c71e652f4db1f399fec87139a069f71caeec913/Dockerfile
ubuntu:22.04,sudo apt-get install -y python3 python3-pip python3-dev,,https://github.com/MartinMarwad/smartsites-editor-platform/blob/6c71e652f4db1f399fec87139a069f71caeec913/Dockerfile
ubuntu:22.04,sudo ln -sf /usr/bin/python3 /usr/bin/python && sudo ln -sf /usr/bin/pip3 /usr/bin/pip,,https://github.com/MartinMarwad/smartsites-editor-platform/blob/6c71e652f4db1f399fec87139a069f71caeec913/Dockerfile
ubuntu:22.04,curl -o- https://raw.githubusercontent.com/nvm-sh/nvm/v0.39.1/install.sh | bash,,https://github.com/MartinMarwad/smartsites-editor-platform/blob/6c71e652f4db1f399fec87139a069f71caeec913/Dockerfile
ubuntu:22.04,". ""$NVM_DIR/nvm.sh"" && nvm install ${NODE_VERSION} && nvm alias default ${NODE_VERSION}",,https://github.com/MartinMarwad/smartsites-editor-platform/blob/6c71e652f4db1f399fec87139a069f71caeec913/Dockerfile
ubuntu:22.04,pip3 install --upgrade pip && pip3 install -r requirements.txt,,https://github.com/MartinMarwad/smartsites-editor-platform/blob/6c71e652f4db1f399fec87139a069f71caeec913/Dockerfile
ubuntu:22.04,mkdir -p $GOPATH/bin,,https://github.com/theproduct-space/dredd-secure/blob/53c66e4810436d4a5496432a8d338d2a5f1c03cd/Dockerfile
ubuntu:22.04,apt-get update,,https://github.com/theproduct-space/dredd-secure/blob/53c66e4810436d4a5496432a8d338d2a5f1c03cd/Dockerfile
ubuntu:22.04,apt-get install -y $PACKAGES,,https://github.com/theproduct-space/dredd-secure/blob/53c66e4810436d4a5496432a8d338d2a5f1c03cd/Dockerfile
ubuntu:22.04,curl -L https://go.dev/dl/go${GO_VERSION}.linux-$BUILDARCH.tar.gz | tar -C $LOCAL -xzf -,,https://github.com/theproduct-space/dredd-secure/blob/53c66e4810436d4a5496432a8d338d2a5f1c03cd/Dockerfile
ubuntu:22.04,curl -L https://get.ignite.com/cli@v${IGNITE_VERSION}! | bash,,https://github.com/theproduct-space/dredd-secure/blob/53c66e4810436d4a5496432a8d338d2a5f1c03cd/Dockerfile
ubuntu:22.04,curl -fsSL https://deb.nodesource.com/setup_${NODE_VERSION} | bash -,,https://github.com/theproduct-space/dredd-secure/blob/53c66e4810436d4a5496432a8d338d2a5f1c03cd/Dockerfile
ubuntu:22.04,apt-get install -y nodejs,,https://github.com/theproduct-space/dredd-secure/blob/53c66e4810436d4a5496432a8d338d2a5f1c03cd/Dockerfile
ubuntu:22.04,mkdir -p $HOME/.hermes/bin,,https://github.com/theproduct-space/dredd-secure/blob/53c66e4810436d4a5496432a8d338d2a5f1c03cd/Dockerfile
ubuntu:22.04,curl -L https://github.com/informalsystems/hermes/releases/download/v1.6.0/hermes-v1.6.0-x86_64-unknown-linux-gnu.tar.gz | tar -C $HOME/.hermes/bin/ -vxzf -,,https://github.com/theproduct-space/dredd-secure/blob/53c66e4810436d4a5496432a8d338d2a5f1c03cd/Dockerfile
ubuntu:22.04,"echo 'export PATH=""$HOME/.hermes/bin:$PATH""' >> $HOME/.bashrc",,https://github.com/theproduct-space/dredd-secure/blob/53c66e4810436d4a5496432a8d338d2a5f1c03cd/Dockerfile
ubuntu:22.04,apt-get update && apt-get install wget -y && apt-get install python3-pip -y && apt install libjpeg-dev zlib1g-dev -y && pip install --upgrade pip,,https://github.com/europeana/rd-europeana-python-api/blob/e9a97ee1210f9e4e71e0db0edb09eb38b8416b04/Dockerfile
ubuntu:22.04,wget https://github.com/jgm/pandoc/releases/download/2.18/pandoc-2.18-1-amd64.deb && dpkg -i pandoc-2.18-1-amd64.deb,,https://github.com/europeana/rd-europeana-python-api/blob/e9a97ee1210f9e4e71e0db0edb09eb38b8416b04/Dockerfile
ubuntu:22.04,pip install poetry && poetry install,,https://github.com/europeana/rd-europeana-python-api/blob/e9a97ee1210f9e4e71e0db0edb09eb38b8416b04/Dockerfile
docker.io/ubuntu:22.04,apt-get update && echo 'debconf debconf/frontend select Noninteractive' | debconf-set-selections,,https://github.com/Mingda-tech/MingDa_OrcaSlicer/blob/30ba9120ca45e9fd295e832398785775562efdb9/Dockerfile
docker.io/ubuntu:22.04,echo deb-src http://archive.ubuntu.com/ubuntu $(cat /etc/*release | grep VERSION_CODENAME | cut -d= -f2) main universe>> /etc/apt/sources.list,,https://github.com/Mingda-tech/MingDa_OrcaSlicer/blob/30ba9120ca45e9fd295e832398785775562efdb9/Dockerfile
docker.io/ubuntu:22.04,apt-get update && apt-get install  -y autoconf build-essential cmake curl eglexternalplatform-dev extra-cmake-modules file git gstreamer1.0-plugins-bad gstreamer1.0-libav libcairo2-dev libcurl4-openssl-dev libdbus-1-dev libglew-dev libglu1-mesa-dev libglu1-mesa-dev libgstreamer1.0-dev libgstreamerd-3-dev libgstreamer-plugins-base1.0-dev libgstreamer-plugins-good1.0-dev libgtk-3-dev libgtk-3-dev libosmesa6-dev libsecret-1-dev libsoup2.4-dev libssl3 libssl-dev libudev-dev libwayland-dev libwebkit2gtk-4.0-dev libxkbcommon-dev locales locales-all m4 pkgconf sudo wayland-protocols wget,,https://github.com/Mingda-tech/MingDa_OrcaSlicer/blob/30ba9120ca45e9fd295e832398785775562efdb9/Dockerfile
docker.io/ubuntu:22.04,locale-gen $LC_ALL,,https://github.com/Mingda-tech/MingDa_OrcaSlicer/blob/30ba9120ca45e9fd295e832398785775562efdb9/Dockerfile
docker.io/ubuntu:22.04,./BuildLinux.sh -u,,https://github.com/Mingda-tech/MingDa_OrcaSlicer/blob/30ba9120ca45e9fd295e832398785775562efdb9/Dockerfile
docker.io/ubuntu:22.04,./BuildLinux.sh -d; exit 0,,https://github.com/Mingda-tech/MingDa_OrcaSlicer/blob/30ba9120ca45e9fd295e832398785775562efdb9/Dockerfile
docker.io/ubuntu:22.04,apt-get install -y libcgal-dev,,https://github.com/Mingda-tech/MingDa_OrcaSlicer/blob/30ba9120ca45e9fd295e832398785775562efdb9/Dockerfile
docker.io/ubuntu:22.04,./BuildLinux.sh -s,,https://github.com/Mingda-tech/MingDa_OrcaSlicer/blob/30ba9120ca45e9fd295e832398785775562efdb9/Dockerfile
docker.io/ubuntu:22.04,./BuildLinux.sh -i,,https://github.com/Mingda-tech/MingDa_OrcaSlicer/blob/30ba9120ca45e9fd295e832398785775562efdb9/Dockerfile
docker.io/ubuntu:22.04,"[[ ""$UID"" != ""0"" ]] && groupadd -f -g $GID $USER && useradd -u $UID -g $GID $USER",,https://github.com/Mingda-tech/MingDa_OrcaSlicer/blob/30ba9120ca45e9fd295e832398785775562efdb9/Dockerfile
ubuntu:22.04,eval ${APT_INSTALL_PRE} python3-dev gdb pkg-config libspdlog-dev wayland-protocols python3-pip libwayland-dev ninja-build tigervnc-standalone-server tigervnc-common tigervnc-tools fluxbox eterm cmake g++ gcc xterm git net-tools python3 python3-numpy ca-certificates scrot libx11-dev libxrandr-dev libxcursor-dev libudev-dev libopenal-dev libflac-dev libogg-dev libvorbis-dev libopenal-dev libpthread-stubs0-dev libxinerama-dev libglfw3 libglfw3-dev libxi-dev libxkbcommon-dev ${APT_INSTALL_POST},,https://github.com/joelbeedle/salsa/blob/78826f12c9c89593b64a54135e326d2ad83b248d/Dockerfile
ubuntu:22.04,git clone --branch v1.4.0 --single-branch https://github.com/novnc/noVNC.git /opt/noVNC,,https://github.com/joelbeedle/salsa/blob/78826f12c9c89593b64a54135e326d2ad83b248d/Dockerfile
ubuntu:22.04,git clone --branch v0.11.0 --single-branch https://github.com/novnc/websockify.git /opt/noVNC/utils/websockify,,https://github.com/joelbeedle/salsa/blob/78826f12c9c89593b64a54135e326d2ad83b248d/Dockerfile
ubuntu:22.04,ln -s /opt/noVNC/vnc.html /opt/noVNC/index.html,,https://github.com/joelbeedle/salsa/blob/78826f12c9c89593b64a54135e326d2ad83b248d/Dockerfile
ubuntu:22.04,pip3 install pandas matplotlib seaborn scipy,,https://github.com/joelbeedle/salsa/blob/78826f12c9c89593b64a54135e326d2ad83b248d/Dockerfile
ubuntu:22.04,"echo ""?package(bash):needs=\\""X11\\"" section=\\""DockerCustom\\"" title=\\""Xterm\\"" command=\\""xterm -ls -bg black -fg white\\"""" >> /usr/share/menu/custom-docker && update-menus",,https://github.com/joelbeedle/salsa/blob/78826f12c9c89593b64a54135e326d2ad83b248d/Dockerfile
ubuntu:22.04,ln -snf /usr/share/zoneinfo/UTC /etc/localtime && echo UTC > /etc/timezone,,https://github.com/joelbeedle/salsa/blob/78826f12c9c89593b64a54135e326d2ad83b248d/Dockerfile
ubuntu:22.04,useradd -m -s /bin/bash -g users -u ${UID_OF_DOCKERUSER} dockerUser,,https://github.com/joelbeedle/salsa/blob/78826f12c9c89593b64a54135e326d2ad83b248d/Dockerfile
ubuntu:22.04,chown -R dockerUser:users /home/dockerUser && chown dockerUser:users /opt,,https://github.com/joelbeedle/salsa/blob/78826f12c9c89593b64a54135e326d2ad83b248d/Dockerfile
ubuntu:22.04,mkdir /opt/startup_scripts,,https://github.com/joelbeedle/salsa/blob/78826f12c9c89593b64a54135e326d2ad83b248d/Dockerfile
ubuntu:22.04,git submodule update --init --recursive,,https://github.com/joelbeedle/salsa/blob/78826f12c9c89593b64a54135e326d2ad83b248d/Dockerfile
ubuntu:22.04,rm -rf build && mkdir build,,https://github.com/joelbeedle/salsa/blob/78826f12c9c89593b64a54135e326d2ad83b248d/Dockerfile
ubuntu:22.04,cmake -S . -B build -GNinja,,https://github.com/joelbeedle/salsa/blob/78826f12c9c89593b64a54135e326d2ad83b248d/Dockerfile
ubuntu:22.04,cmake --build build,,https://github.com/joelbeedle/salsa/blob/78826f12c9c89593b64a54135e326d2ad83b248d/Dockerfile
ubuntu:22.04,ln -snf /usr/share/zoneinfo/$TZ /etc/localtime && echo $TZ > /etc/timezone,WORKDIR /var/www/html,https://github.com/Firdavs9512/kub-laravel/blob/26e92831aa9a6d99810e39af264e04f5848785ef/Dockerfile
